date	close
06-nov-07	191.79
07-nov-07	186.30
08-nov-07	175.47
09-nov-07	165.37
12-nov-07	153.76
13-nov-07	169.96
14-nov-07	166.11
15-nov-07	164.30
16-nov-07	166.39
19-nov-07	163.95
20-nov-07	168.85
21-nov-07	168.46
23-nov-07	171.54
26-nov-07	172.54
27-nov-07	174.81
28-nov-07	180.22
29-nov-07	184.29
30-nov-07	182.22
3-Dec-07	178.86
4-Dec-07	179.81
5-Dec-07	185.50
6-Dec-07	189.95
7-Dec-07	194.30
10-Dec-07	194.21
11-Dec-07	188.54
12-Dec-07	190.86
13-Dec-07	191.83
14-Dec-07	190.39
17-Dec-07	184.40
18-Dec-07	182.98
19-Dec-07	183.12
20-Dec-07	187.21
21-Dec-07	193.91
24-Dec-07	198.80
26-Dec-07	198.95
27-Dec-07	198.57
28-Dec-07	199.83
31-Dec-07	198.08
2-Jan-08	194.84
3-Jan-08	194.93
4-Jan-08	180.05
7-Jan-08	177.64
8-Jan-08	171.25
9-Jan-08	179.40
10-Jan-08	178.02
11-Jan-08	172.69
14-Jan-08	178.78
15-Jan-08	169.04
16-Jan-08	159.64
17-Jan-08	160.89
18-Jan-08	161.36
22-Jan-08	155.64
23-Jan-08	139.07
24-Jan-08	135.60
25-Jan-08	130.01
28-Jan-08	130.01
29-Jan-08	131.54
30-Jan-08	132.18
31-Jan-08	135.36
01-feb-08	133.75
04-feb-08	131.65
05-feb-08	129.36
06-feb-08	122.00
07-feb-08	121.24
08-feb-08	125.48
11-feb-08	129.45
12-feb-08	124.86
13-feb-08	129.40
14-feb-08	127.46
15-feb-08	124.63
19-feb-08	122.18
20-feb-08	123.82
21-feb-08	121.54
22-feb-08	119.46
25-feb-08	119.74
26-feb-08	119.15
27-feb-08	122.96
28-feb-08	129.91
29-feb-08	125.02
03-mar-08	121.73
04-mar-08	124.62
05-mar-08	124.49
06-mar-08	120.93
07-mar-08	122.25
10-mar-08	119.69
11-mar-08	127.35
12-mar-08	126.03
13-mar-08	127.94
14-mar-08	126.61
17-mar-08	126.73
18-mar-08	132.82
19-mar-08	129.67
20-mar-08	133.27
24-mar-08	139.53
25-mar-08	140.98
26-mar-08	145.06
27-mar-08	140.25
28-mar-08	143.01
31-mar-08	143.50
1-Apr-08	149.53
2-Apr-08	147.49
3-Apr-08	151.61
4-Apr-08	153.08
7-Apr-08	155.89
8-Apr-08	152.84
9-Apr-08	151.44
10-Apr-08	154.55
11-Apr-08	147.14
14-Apr-08	147.78
15-Apr-08	148.38
16-Apr-08	153.70
17-Apr-08	154.49
18-Apr-08	161.04
21-Apr-08	168.16
22-Apr-08	160.20
23-Apr-08	162.89
24-Apr-08	168.94
25-Apr-08	169.73
28-Apr-08	172.24
29-Apr-08	175.05
30-Apr-08	173.95
01-may-08	180.00
02-may-08	180.94
05-may-08	184.73
06-may-08	186.66
07-may-08	182.59
08-may-08	185.06
09-may-08	183.45
12-may-08	188.16
13-may-08	189.96
14-may-08	186.26
15-may-08	189.73
16-may-08	187.62
19-may-08	183.60
20-may-08	185.90
21-may-08	178.19
22-may-08	177.05
23-may-08	181.17
27-may-08	186.43
28-may-08	187.01
29-may-08	186.69
30-may-08	188.75
02-jun-08	186.10
03-jun-08	185.37
04-jun-08	185.19
05-jun-08	189.43
06-jun-08	185.64
09-jun-08	181.61
10-jun-08	185.64
11-jun-08	180.81
12-jun-08	173.26
13-jun-08	172.37
16-jun-08	176.84
17-jun-08	181.43
18-jun-08	178.75
19-jun-08	180.90
20-jun-08	175.27
23-jun-08	173.16
24-jun-08	173.25
25-jun-08	177.39
26-jun-08	168.26
27-jun-08	170.09
30-jun-08	167.44
01-jul-08	174.68
02-jul-08	168.18
03-jul-08	170.12
07-jul-08	175.16
08-jul-08	179.55
09-jul-08	174.25
10-jul-08	176.63
11-jul-08	172.58
14-jul-08	173.88
15-jul-08	169.64
16-jul-08	172.81
17-jul-08	171.81
18-jul-08	165.15
21-jul-08	166.29
22-jul-08	162.02
23-jul-08	166.26
24-jul-08	159.03
25-jul-08	162.12
28-jul-08	154.40
29-jul-08	157.08
30-jul-08	159.88
31-jul-08	158.95
1-Aug-08	156.66
4-Aug-08	153.23
5-Aug-08	160.64
6-Aug-08	164.19
7-Aug-08	163.57
8-Aug-08	169.55
11-Aug-08	173.56
12-Aug-08	176.73
13-Aug-08	179.30
14-Aug-08	179.32
15-Aug-08	175.74
18-Aug-08	175.39
19-Aug-08	173.53
20-Aug-08	175.84
21-Aug-08	174.29
22-Aug-08	176.79
25-Aug-08	172.55
26-Aug-08	173.64
27-Aug-08	174.67
28-Aug-08	173.74
29-Aug-08	169.53
02-sept-08	166.19
03-sept-08	166.96
04-sept-08	161.22
05-sept-08	160.18
08-sept-08	157.92
09-sept-08	151.68
10-sept-08	151.61
11-sept-08	152.65
12-sept-08	148.94
15-sept-08	140.36
16-sept-08	139.88
17-sept-08	127.83
18-sept-08	134.09
19-sept-08	140.91
22-sept-08	131.05
23-sept-08	126.84
24-sept-08	128.71
25-sept-08	131.93
26-sept-08	128.24
29-sept-08	105.26
30-sept-08	113.66
01-oct-08	109.12
02-oct-08	100.10
03-oct-08	97.07
06-oct-08	98.14
07-oct-08	89.16
08-oct-08	89.79
09-oct-08	88.74
10-oct-08	96.80
13-oct-08	110.26
14-oct-08	104.08
15-oct-08	97.95
16-oct-08	101.89
17-oct-08	97.40
20-oct-08	98.44
21-oct-08	91.49
22-oct-08	96.87
23-oct-08	98.23
24-oct-08	96.38
27-oct-08	92.09
28-oct-08	99.91
29-oct-08	104.55
30-oct-08	111.04
31-oct-08	107.59
03-nov-08	106.96
04-nov-08	110.99
05-nov-08	103.30
06-nov-08	99.10
07-nov-08	98.24
10-nov-08	95.88
11-nov-08	94.77
12-nov-08	90.12
13-nov-08	96.44
14-nov-08	90.24
17-nov-08	88.14
18-nov-08	89.91
19-nov-08	86.29
20-nov-08	80.49
21-nov-08	82.58
24-nov-08	92.95
25-nov-08	90.80
26-nov-08	95.00
27-nov-08	95.00
28-nov-08	92.67
1-Dec-08	88.93
2-Dec-08	92.47
3-Dec-08	95.90
4-Dec-08	91.41
5-Dec-08	94.00
8-Dec-08	99.72
9-Dec-08	100.06
10-Dec-08	98.21
11-Dec-08	95.00
12-Dec-08	98.27
15-Dec-08	94.75
16-Dec-08	95.43
17-Dec-08	89.16
18-Dec-08	89.43
19-Dec-08	90.00
22-Dec-08	85.74
23-Dec-08	86.38
24-Dec-08	85.04
25-Dec-08	85.04
26-Dec-08	85.81
29-Dec-08	86.61
30-Dec-08	86.29
31-Dec-08	85.35
1-Jan-09	85.35
2-Jan-09	90.75
5-Jan-09	94.58
6-Jan-09	93.02
7-Jan-09	91.01
8-Jan-09	92.70
9-Jan-09	90.58
12-Jan-09	88.66
13-Jan-09	87.71
14-Jan-09	85.33
15-Jan-09	83.38
16-Jan-09	82.33
20-Jan-09	78.20
21-Jan-09	82.83
22-Jan-09	88.36
23-Jan-09	88.36
26-Jan-09	89.64
27-Jan-09	90.73
28-Jan-09	94.20
29-Jan-09	93.00
30-Jan-09	90.13
02-feb-09	91.51
03-feb-09	92.98
04-feb-09	93.55
05-feb-09	96.46
06-feb-09	99.72
09-feb-09	102.51
10-feb-09	97.83
11-feb-09	96.82
12-feb-09	99.27
13-feb-09	99.16
17-feb-09	94.53
18-feb-09	94.37
19-feb-09	90.64
20-feb-09	91.20
23-feb-09	86.95
24-feb-09	90.25
25-feb-09	91.16
26-feb-09	89.19
27-feb-09	89.31
02-mar-09	87.94
03-mar-09	88.37
04-mar-09	91.17
05-mar-09	88.84
06-mar-09	85.30
09-mar-09	83.11
10-mar-09	88.63
11-mar-09	92.68
12-mar-09	96.35
13-mar-09	95.93
16-mar-09	95.42
17-mar-09	99.66
18-mar-09	101.52
19-mar-09	101.62
20-mar-09	101.59
23-mar-09	107.66
24-mar-09	106.50
25-mar-09	106.49
26-mar-09	109.87
27-mar-09	106.85
30-mar-09	104.49
31-mar-09	105.12
1-Apr-09	108.69
2-Apr-09	112.71
3-Apr-09	115.99
6-Apr-09	118.45
7-Apr-09	115.00
8-Apr-09	116.32
9-Apr-09	119.57
10-Apr-09	119.57
13-Apr-09	120.22
14-Apr-09	118.31
15-Apr-09	117.64
16-Apr-09	121.45
17-Apr-09	123.42
20-Apr-09	120.50
21-Apr-09	121.76
22-Apr-09	121.51
23-Apr-09	125.40
24-Apr-09	123.90
27-Apr-09	124.73
28-Apr-09	123.90
29-Apr-09	125.14
30-Apr-09	125.83
01-may-09	127.24
04-may-09	132.07
05-may-09	132.71
06-may-09	132.50
07-may-09	129.06
08-may-09	129.19
11-may-09	129.57
12-may-09	124.42
13-may-09	119.49
14-may-09	122.95
15-may-09	122.42
18-may-09	126.65
19-may-09	127.45
20-may-09	125.87
21-may-09	124.18
22-may-09	122.50
26-may-09	130.78
27-may-09	133.05
28-may-09	135.07
29-may-09	135.81
01-jun-09	139.35
02-jun-09	139.49
03-jun-09	140.95
04-jun-09	143.74
05-jun-09	144.67
08-jun-09	143.85
09-jun-09	142.72
10-jun-09	140.25
11-jun-09	139.95
12-jun-09	136.97
15-jun-09	136.09
16-jun-09	136.35
17-jun-09	135.58
18-jun-09	135.88
19-jun-09	139.48
22-jun-09	137.37
23-jun-09	134.01
24-jun-09	136.22
25-jun-09	139.86
26-jun-09	142.44
29-jun-09	141.97
30-jun-09	142.43
01-jul-09	142.83
02-jul-09	140.02
03-jul-09	140.02
06-jul-09	138.61
07-jul-09	135.40
08-jul-09	137.22
09-jul-09	136.36
10-jul-09	138.52
13-jul-09	142.34
14-jul-09	142.27
15-jul-09	146.88
16-jul-09	147.52
17-jul-09	151.75
20-jul-09	152.91
21-jul-09	151.51
22-jul-09	156.74
23-jul-09	157.82
24-jul-09	159.99
27-jul-09	160.10
28-jul-09	160.00
29-jul-09	160.03
30-jul-09	162.79
31-jul-09	163.39
3-Aug-09	166.43
4-Aug-09	165.55
5-Aug-09	165.11
6-Aug-09	163.91
7-Aug-09	165.51
10-Aug-09	164.72
12-Aug-09	165.31
13-Aug-09	168.42
14-Aug-09	166.78
17-Aug-09	159.59
18-Aug-09	164.00
19-Aug-09	164.60
20-Aug-09	166.33
21-Aug-09	169.22
24-Aug-09	169.06
25-Aug-09	169.40
26-Aug-09	167.41
27-Aug-09	169.45
28-Aug-09	170.05
31-Aug-09	168.21
01-sept-09	165.30
02-sept-09	165.18
03-sept-09	166.55
04-sept-09	170.31
08-sept-09	172.93
09-sept-09	171.14
10-sept-09	172.56
11-sept-09	172.16
14-sept-09	173.72
15-sept-09	175.16
16-sept-09	181.87
17-sept-09	184.55
18-sept-09	185.02
21-sept-09	184.02
22-sept-09	184.48
23-sept-09	185.50
24-sept-09	183.82
25-sept-09	182.37
28-sept-09	186.15
29-sept-09	185.38
30-sept-09	185.35
01-oct-09	180.86
02-oct-09	184.90
05-oct-09	186.02
06-oct-09	190.01
07-oct-09	190.25
08-oct-09	189.27
09-oct-09	190.47
12-oct-09	190.81
13-oct-09	190.02
14-oct-09	191.29
15-oct-09	190.56
16-oct-09	188.05
19-oct-09	189.86
20-oct-09	198.76
21-oct-09	204.92
22-oct-09	205.20
23-oct-09	203.94
26-oct-09	202.48
27-oct-09	197.37
28-oct-09	192.40
29-oct-09	196.35
30-oct-09	188.50
02-nov-09	189.31
03-nov-09	188.75
04-nov-09	190.81
05-nov-09	194.03
06-nov-09	194.34
09-nov-09	201.46
10-nov-09	202.98
11-nov-09	203.25
12-nov-09	201.99
13-nov-09	204.45
16-nov-09	206.63
17-nov-09	207.00
18-nov-09	205.96
19-nov-09	200.51
20-nov-09	199.92
23-nov-09	205.88
24-nov-09	204.44
25-nov-09	204.19
26-nov-09	204.19
27-nov-09	200.59
30-nov-09	199.91
1-Dec-09	196.97
2-Dec-09	196.23
3-Dec-09	196.48
4-Dec-09	193.32
7-Dec-09	188.95
8-Dec-09	189.87
9-Dec-09	197.80
10-Dec-09	196.43
11-Dec-09	194.67
14-Dec-09	196.98
15-Dec-09	194.17
16-Dec-09	195.03
17-Dec-09	191.86
18-Dec-09	195.43
21-Dec-09	198.23
22-Dec-09	200.36
23-Dec-09	202.10
24-Dec-09	209.04
25-Dec-09	209.04
28-Dec-09	211.61
29-Dec-09	209.10
30-Dec-09	211.64
31-Dec-09	210.73
1-Jan-10	210.73
4-Jan-10	214.01
5-Jan-10	214.38
6-Jan-10	210.97
7-Jan-10	210.58
8-Jan-10	211.98
11-Jan-10	210.11
12-Jan-10	207.72
13-Jan-10	210.65
14-Jan-10	209.43
15-Jan-10	205.93
18-Jan-10	205.93
19-Jan-10	215.04
20-Jan-10	211.72
21-Jan-10	208.07
22-Jan-10	197.75
25-Jan-10	203.08
26-Jan-10	205.94
27-Jan-10	207.88
28-Jan-10	199.29
29-Jan-10	192.06
01-feb-10	194.73
02-feb-10	195.86
03-feb-10	199.23
04-feb-10	192.05
05-feb-10	195.46
08-feb-10	194.12
09-feb-10	196.19
10-feb-10	195.12
11-feb-10	198.67
12-feb-10	200.38
15-feb-10	200.38
16-feb-10	203.40
17-feb-10	202.55
18-feb-10	202.93
19-feb-10	201.67
22-feb-10	200.42
23-feb-10	197.06
24-feb-10	200.66
25-feb-10	202.00
26-feb-10	204.62
01-mar-10	208.99
02-mar-10	208.85
03-mar-10	209.33
04-mar-10	210.71
05-mar-10	218.95
08-mar-10	219.08
09-mar-10	223.02
10-mar-10	224.84
11-mar-10	225.50
12-mar-10	226.60
15-mar-10	223.84
16-mar-10	224.45
17-mar-10	224.12
18-mar-10	224.65
19-mar-10	222.25
22-mar-10	224.75
23-mar-10	228.36
24-mar-10	229.37
25-mar-10	226.65
26-mar-10	230.90
29-mar-10	232.39
30-mar-10	235.84
31-mar-10	235.00
1-Apr-10	235.97
2-Apr-10	235.97
5-Apr-10	238.49
6-Apr-10	239.54
7-Apr-10	240.60
8-Apr-10	239.95
9-Apr-10	241.79
12-Apr-10	242.29
13-Apr-10	242.43
14-Apr-10	245.69
15-Apr-10	248.92
16-Apr-10	247.40
19-Apr-10	247.07
20-Apr-10	244.59
21-Apr-10	259.22
22-Apr-10	266.47
23-Apr-10	270.83
26-Apr-10	269.50
27-Apr-10	262.04
28-Apr-10	261.60
29-Apr-10	268.64
30-Apr-10	261.09
03-may-10	266.35
04-may-10	258.68
05-may-10	255.98
06-may-10	246.25
07-may-10	235.86
10-may-10	253.99
11-may-10	256.52
12-may-10	262.09
13-may-10	258.36
14-may-10	253.82
17-may-10	254.22
18-may-10	252.36
19-may-10	248.34
20-may-10	237.76
21-may-10	242.32
24-may-10	246.76
25-may-10	245.22
26-may-10	244.11
27-may-10	253.35
28-may-10	256.88
31-may-10	256.88
01-jun-10	260.83
02-jun-10	263.95
03-jun-10	263.12
04-jun-10	255.96
07-jun-10	250.94
08-jun-10	249.33
09-jun-10	243.20
10-jun-10	250.51
11-jun-10	253.51
14-jun-10	254.28
15-jun-10	259.69
16-jun-10	267.25
17-jun-10	271.87
18-jun-10	274.07
21-jun-10	270.17
22-jun-10	273.85
23-jun-10	270.97
24-jun-10	269.00
25-jun-10	266.70
28-jun-10	268.30
29-jun-10	256.17
30-jun-10	251.53
01-jul-10	248.48
02-jul-10	246.94
05-jul-10	246.94
06-jul-10	248.63
07-jul-10	258.66
08-jul-10	258.09
09-jul-10	259.62
12-jul-10	257.28
13-jul-10	251.80
14-jul-10	252.73
15-jul-10	251.45
16-jul-10	249.90
19-jul-10	245.58
20-jul-10	251.89
21-jul-10	254.24
22-jul-10	259.02
23-jul-10	259.94
26-jul-10	259.28
27-jul-10	264.08
28-jul-10	260.96
29-jul-10	258.11
30-jul-10	257.25
2-Aug-10	261.85
3-Aug-10	261.93
4-Aug-10	262.98
5-Aug-10	261.70
6-Aug-10	260.09
9-Aug-10	261.75
10-Aug-10	259.41
11-Aug-10	250.19
12-Aug-10	251.79
13-Aug-10	249.10
16-Aug-10	247.64
17-Aug-10	251.97
18-Aug-10	253.07
19-Aug-10	249.88
20-Aug-10	249.64
23-Aug-10	245.80
24-Aug-10	239.93
25-Aug-10	242.89
26-Aug-10	240.28
27-Aug-10	241.62
30-Aug-10	242.50
31-Aug-10	243.10
01-sept-10	250.33
02-sept-10	252.17
03-sept-10	258.77
06-sept-10	258.77
07-sept-10	257.81
08-sept-10	262.92
09-sept-10	263.07
10-sept-10	263.41
13-sept-10	267.04
14-sept-10	268.06
15-sept-10	270.22
16-sept-10	276.57
17-sept-10	275.37
20-sept-10	283.23
21-sept-10	283.77
22-sept-10	287.75
23-sept-10	288.92
24-sept-10	292.32
27-sept-10	291.16
28-sept-10	286.86
29-sept-10	287.37
30-sept-10	283.75
01-oct-10	282.52
04-oct-10	278.64
05-oct-10	288.94
06-oct-10	289.19
07-oct-10	289.22
08-oct-10	294.07
11-oct-10	295.36
12-oct-10	298.54
13-oct-10	300.14
14-oct-10	302.31
15-oct-10	314.74
18-oct-10	318.00
19-oct-10	309.49
20-oct-10	310.53
21-oct-10	309.52
22-oct-10	307.47
25-oct-10	308.84
26-oct-10	308.05
27-oct-10	307.83
28-oct-10	305.24
29-oct-10	300.98
01-nov-10	304.18
02-nov-10	309.36
03-nov-10	312.80
04-nov-10	318.27
05-nov-10	317.13
08-nov-10	318.62
09-nov-10	316.08
10-nov-10	318.03
11-nov-10	316.66
12-nov-10	308.03
15-nov-10	307.04
16-nov-10	301.59
17-nov-10	300.50
18-nov-10	308.43
19-nov-10	306.73
22-nov-10	313.36
23-nov-10	308.73
24-nov-10	314.80
26-nov-10	315.00
29-nov-10	316.87
30-nov-10	311.15
1-Dec-10	316.40
2-Dec-10	318.15
3-Dec-10	317.44
6-Dec-10	320.15
7-Dec-10	318.21
8-Dec-10	321.01
9-Dec-10	319.76
10-Dec-10	320.56
13-Dec-10	321.67
14-Dec-10	320.29
15-Dec-10	320.36
16-Dec-10	321.25
17-Dec-10	320.61
20-Dec-10	322.21
21-Dec-10	324.20
22-Dec-10	325.16
23-Dec-10	323.60
27-Dec-10	324.68
28-Dec-10	325.47
29-Dec-10	325.29
30-Dec-10	323.66
31-Dec-10	322.56
3-Jan-11	329.57
4-Jan-11	331.29
5-Jan-11	334.00
6-Jan-11	333.73
7-Jan-11	336.12
10-Jan-11	342.46
11-Jan-11	341.64
12-Jan-11	344.42
13-Jan-11	345.68
14-Jan-11	348.48
18-Jan-11	340.65
19-Jan-11	338.84
20-Jan-11	332.68
21-Jan-11	326.72
24-Jan-11	337.45
25-Jan-11	341.40
26-Jan-11	343.85
27-Jan-11	343.21
28-Jan-11	336.10
31-Jan-11	339.32
01-feb-11	345.03
02-feb-11	344.32
03-feb-11	343.44
04-feb-11	346.50
07-feb-11	351.88
08-feb-11	355.20
09-feb-11	358.16
10-feb-11	354.54
11-feb-11	356.85
14-feb-11	359.18
15-feb-11	359.90
16-feb-11	363.13
17-feb-11	358.30
18-feb-11	350.56
22-feb-11	338.61
23-feb-11	342.62
24-feb-11	342.88
25-feb-11	348.16
28-feb-11	353.21
01-mar-11	349.31
02-mar-11	352.12
03-mar-11	359.56
04-mar-11	360.00
07-mar-11	355.36
08-mar-11	355.76
09-mar-11	352.47
10-mar-11	346.67
11-mar-11	351.99
14-mar-11	353.56
15-mar-11	345.43
16-mar-11	330.01
17-mar-11	334.64
18-mar-11	330.67
21-mar-11	339.30
22-mar-11	341.20
23-mar-11	339.19
24-mar-11	344.97
25-mar-11	351.54
28-mar-11	350.44
29-mar-11	350.96
30-mar-11	348.63
31-mar-11	348.51
1-Apr-11	344.56
4-Apr-11	341.19
5-Apr-11	338.89
6-Apr-11	338.04
7-Apr-11	338.08
8-Apr-11	335.06
11-Apr-11	330.80
12-Apr-11	332.40
13-Apr-11	336.13
14-Apr-11	332.42
15-Apr-11	327.46
18-Apr-11	331.85
19-Apr-11	337.86
20-Apr-11	342.41
21-Apr-11	350.70
25-Apr-11	353.01
26-Apr-11	350.42
27-Apr-11	350.15
28-Apr-11	346.75
29-Apr-11	350.13
02-may-11	346.28
03-may-11	348.20
04-may-11	349.57
05-may-11	346.75
06-may-11	346.66
09-may-11	347.60
10-may-11	349.45
11-may-11	347.23
12-may-11	346.57
13-may-11	340.50
16-may-11	333.30
17-may-11	336.14
18-may-11	339.87
19-may-11	340.53
20-may-11	335.22
23-may-11	334.40
24-may-11	332.19
25-may-11	336.78
26-may-11	335.00
27-may-11	337.41
31-may-11	347.83
01-jun-11	345.51
02-jun-11	346.10
03-jun-11	343.44
06-jun-11	338.04
07-jun-11	332.04
08-jun-11	332.24
09-jun-11	331.49
10-jun-11	325.90
13-jun-11	326.60
14-jun-11	332.44
15-jun-11	326.75
16-jun-11	325.16
17-jun-11	320.26
20-jun-11	315.32
21-jun-11	325.30
22-jun-11	322.61
23-jun-11	331.23
24-jun-11	326.35
27-jun-11	332.04
28-jun-11	335.26
29-jun-11	334.04
30-jun-11	335.67
01-jul-11	343.26
05-jul-11	349.43
06-jul-11	351.76
07-jul-11	357.20
08-jul-11	359.71
11-jul-11	354.00
12-jul-11	353.75
13-jul-11	358.02
14-jul-11	357.77
15-jul-11	364.92
18-jul-11	373.80
19-jul-11	376.85
20-jul-11	386.90
21-jul-11	387.29
22-jul-11	393.30
25-jul-11	398.50
26-jul-11	403.41
27-jul-11	392.59
28-jul-11	391.82
29-jul-11	390.48
1-Aug-11	396.75
2-Aug-11	388.91
3-Aug-11	392.57
4-Aug-11	377.37
5-Aug-11	373.62
8-Aug-11	353.21
9-Aug-11	374.01
10-Aug-11	363.69
11-Aug-11	373.70
12-Aug-11	376.99
15-Aug-11	383.41
16-Aug-11	380.48
17-Aug-11	380.44
18-Aug-11	366.05
19-Aug-11	356.03
22-Aug-11	356.44
23-Aug-11	373.60
24-Aug-11	376.18
25-Aug-11	373.72
26-Aug-11	383.58
29-Aug-11	389.97
30-Aug-11	389.99
31-Aug-11	384.83
01-sept-11	381.03
02-sept-11	374.05
06-sept-11	379.74
07-sept-11	383.93
08-sept-11	384.14
09-sept-11	377.48
12-sept-11	379.94
13-sept-11	384.62
14-sept-11	389.30
15-sept-11	392.96
16-sept-11	400.50
19-sept-11	411.63
20-sept-11	413.45
21-sept-11	412.14
22-sept-11	401.82
23-sept-11	404.30
26-sept-11	403.17
27-sept-11	399.26
28-sept-11	397.01
29-sept-11	390.57
30-sept-11	381.32
03-oct-11	374.60
04-oct-11	372.50
05-oct-11	378.25
06-oct-11	377.37
07-oct-11	369.80
10-oct-11	388.81
11-oct-11	400.29
12-oct-11	402.19
13-oct-11	408.43
14-oct-11	422.00
17-oct-11	419.99
18-oct-11	422.24
19-oct-11	398.62
20-oct-11	395.31
21-oct-11	392.87
24-oct-11	405.77
25-oct-11	397.77
26-oct-11	400.60
27-oct-11	404.69
28-oct-11	404.95
31-oct-11	404.78
01-nov-11	396.51
02-nov-11	397.41
03-nov-11	403.07
04-nov-11	400.24
07-nov-11	399.73
08-nov-11	406.23
09-nov-11	395.28
10-nov-11	385.22
11-nov-11	384.62
14-nov-11	379.26
15-nov-11	388.83
16-nov-11	384.77
17-nov-11	377.41
18-nov-11	374.94
21-nov-11	369.01
22-nov-11	376.51
23-nov-11	366.99
25-nov-11	363.57
28-nov-11	376.12
29-nov-11	373.20
30-nov-11	382.20
1-Dec-11	387.93
2-Dec-11	389.70
5-Dec-11	393.01
6-Dec-11	390.95
7-Dec-11	389.09
8-Dec-11	390.66
9-Dec-11	393.62
12-Dec-11	391.84
13-Dec-11	388.81
14-Dec-11	380.19
15-Dec-11	378.94
16-Dec-11	381.02
19-Dec-11	382.21
20-Dec-11	395.95
21-Dec-11	396.44
22-Dec-11	398.55
23-Dec-11	403.43
27-Dec-11	406.53
28-Dec-11	402.64
29-Dec-11	405.12
30-Dec-11	405.00
3-Jan-12	411.23
4-Jan-12	413.44
5-Jan-12	418.03
6-Jan-12	422.40
9-Jan-12	421.73
10-Jan-12	423.24
11-Jan-12	422.55
12-Jan-12	421.39
13-Jan-12	419.81
17-Jan-12	424.70
18-Jan-12	429.11
19-Jan-12	427.75
20-Jan-12	420.30
23-Jan-12	427.41
24-Jan-12	420.41
25-Jan-12	446.66
26-Jan-12	444.63
27-Jan-12	447.28
30-Jan-12	453.01
31-Jan-12	456.48
01-feb-12	456.19
02-feb-12	455.12
03-feb-12	459.68
06-feb-12	463.97
07-feb-12	468.83
08-feb-12	476.68
09-feb-12	493.17
10-feb-12	493.42
13-feb-12	502.60
14-feb-12	509.46
15-feb-12	497.67
16-feb-12	502.21
17-feb-12	502.12
21-feb-12	514.85
22-feb-12	513.04
23-feb-12	516.39
24-feb-12	522.41
27-feb-12	525.76
28-feb-12	535.41
29-feb-12	542.44
01-mar-12	544.47
02-mar-12	545.18
05-mar-12	533.16
06-mar-12	530.26
07-mar-12	530.69
08-mar-12	541.99
09-mar-12	545.17
