departamento,codigodanedepartamento,municipio,codigodanemunicipio,tipoarea,sitio,ano,mes,rangoedad,grupoetnico,condicion,estado,genero,latitudcabecera,longitudcabecera,tipoevento,Ubicación
CUNDINAMARCA,25,EL PEÑÓN,"25,258",Rural,Vereda El Venado,"2,003",7,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.248949,-74.290125,Accidente por MAP,"(5.248949, -74.290125)"
CUNDINAMARCA,25,EL PEÑÓN,"25,258",Rural,Vereda El Venado,"2,003",7,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.248949,-74.290125,Accidente por MAP,"(5.248949, -74.290125)"
CUNDINAMARCA,25,EL PEÑÓN,"25,258",Rural,Vereda El Venado,"2,003",7,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.248949,-74.290125,Accidente por MAP,"(5.248949, -74.290125)"
ANTIOQUIA,5,PEÑOL,"5,541",Rural,Vereda Montañitas,"2,000",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.221741,-75.212535,Accidente por MAP,"(6.221741, -75.212535)"
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Guacharachero,"2,003",8,Mayor de 18 años,,Civil,Muerto,Masculino,7.171637,-75.764403,Accidente por MAP,"(7.171637, -75.764403)"
CAQUETA,18,SAN VICENTE DEL CAGUÁN,"18,753",Rural,,"2,004",6,Mayor de 18 años,,Fuerza pública,Herido,Masculino,2.7625,-75.013611,Accidente por MAP,"(2.7625, -75.013611)"
ANTIOQUIA,5,COCORNÁ,"5,197",Rural,,"2,005",8,Mayor de 18 años,,Civil,Herido,Masculino,6.058001,-75.185085,Accidente por MAP,"(6.058001, -75.185085)"
NARIÑO,52,IPIALES,"52,356",Rural,Vereda Zapoyaco,"2,006",3,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,0.398056,-77.166667,Accidente por MAP,"(0.398056, -77.166667)"
NARIÑO,52,RICAURTE,"52,612",Rural,Torre 188,"2,005",9,Mayor de 18 años,,Fuerza pública,Herido,Masculino,1.216,-78.02,Accidente por MAP,"(1.216, -78.02)"
NARIÑO,52,RICAURTE,"52,612",Rural,Torre 188,"2,005",9,Mayor de 18 años,,Fuerza pública,Herido,Masculino,1.216,-78.02,Accidente por MAP,"(1.216, -78.02)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Vereda La Gloria,"2,002",4,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.141667,-74.983056,Accidente por MAP,"(6.141667, -74.983056)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Vereda La Gloria,"2,002",4,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.141667,-74.983056,Accidente por MAP,"(6.141667, -74.983056)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Vereda La Gloria,"2,002",4,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.141667,-74.983056,Accidente por MAP,"(6.141667, -74.983056)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Vereda La Gloria,"2,002",4,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.141667,-74.983056,Accidente por MAP,"(6.141667, -74.983056)"
VAUPES,97,CARURÚ,"97,161",Rural,,"2,005",2,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,1.0225,-71.3075,Accidente por MAP,"(1.0225, -71.3075)"
LA GUAJIRA,44,DIBULLA,"44,090",Rural,Sector Cerro Mujer,"2,006",2,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,11.102222,-73.568889,Accidente por MAP,"(11.102222, -73.568889)"
LA GUAJIRA,44,DIBULLA,"44,090",Rural,Sector Cerro Mujer,"2,006",2,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,11.102222,-73.568889,Accidente por MAP,"(11.102222, -73.568889)"
LA GUAJIRA,44,DIBULLA,"44,090",Rural,Sector Cerro Mujer,"2,006",2,Mayor de 18 años,,Fuerza pública,Herido,Masculino,11.102222,-73.568889,Accidente por MAP,"(11.102222, -73.568889)"
LA GUAJIRA,44,DIBULLA,"44,090",Rural,Sector Cerro Mujer,"2,006",2,Mayor de 18 años,,Fuerza pública,Herido,Masculino,11.102222,-73.568889,Accidente por MAP,"(11.102222, -73.568889)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,,"2,001",11,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,,"2,001",11,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,,"2,001",11,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,,"2,005",5,Mayor de 18 años,,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,,"2,005",5,Mayor de 18 años,,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,,"2,005",5,Mayor de 18 años,,Civil,Herido,Masculino,6.187566,-74.993636,Accidente por MAP,"(6.187566, -74.993636)"
NARIÑO,52,LOS ANDES,"52,418",Rural,Vereda Coordilleras Andinas,"2,006",2,Mayor de 18 años,,Civil,Herido,Masculino,1.493975,-77.521244,Accidente por MAP,"(1.493975, -77.521244)"
NARIÑO,52,LOS ANDES,"52,418",Rural,Vereda Coordilleras Andinas,"2,006",2,Mayor de 18 años,,Civil,Herido,Masculino,1.493975,-77.521244,Accidente por MAP,"(1.493975, -77.521244)"
NARIÑO,52,LOS ANDES,"52,418",Rural,Vereda Coordilleras Andinas,"2,006",2,Mayor de 18 años,,Civil,Herido,Masculino,1.493975,-77.521244,Accidente por MAP,"(1.493975, -77.521244)"
NARIÑO,52,LOS ANDES,"52,418",Rural,Vereda Coordilleras Andinas,"2,006",2,Mayor de 18 años,,Civil,Herido,Masculino,1.493975,-77.521244,Accidente por MAP,"(1.493975, -77.521244)"
NARIÑO,52,LOS ANDES,"52,418",Rural,Vereda Coordilleras Andinas,"2,006",2,Mayor de 18 años,,Civil,Herido,Femenino,1.493975,-77.521244,Accidente por MAP,"(1.493975, -77.521244)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Mayor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Mayor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Mayor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Mayor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Mayor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Mayor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Menor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Mayor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Mayor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Menor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Mayor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Mayor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Menor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Mayor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Mayor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Menor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Mayor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Menor de 18 años,,Civil,Herido,Femenino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Mayor de 18 años,,Civil,Herido,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Menor de 18 años,,Civil,Muerto,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Mayor de 18 años,,Civil,Muerto,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,VISTAHERMOSA,"50,711",Rural,Vereda Palestina,"2,005",6,Menor de 18 años,,Civil,Muerto,Masculino,3.144731,-73.746856,Accidente por MAP,"(3.144731, -73.746856)"
META,50,EL CASTILLO,"50,251",Rural,Vereda Los Alpes,"2,003",7,Menor de 18 años,,Civil,Herido,Masculino,3.5637,-73.7944,Accidente por MAP,"(3.5637, -73.7944)"
META,50,EL CASTILLO,"50,251",Rural,Vereda Los Alpes,"2,003",7,Mayor de 18 años,,Civil,Herido,Femenino,3.5637,-73.7944,Accidente por MAP,"(3.5637, -73.7944)"
META,50,LA MACARENA,"50,350",Rural,Vereda La Uyama,"2,006",11,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,2.182506,-73.784832,Accidente por MAP,"(2.182506, -73.784832)"
ANTIOQUIA,5,COCORNÁ,"5,197",Rural,Vereda Alto De La Virgen,"2,002",11,Mayor de 18 años,,Civil,Muerto,Masculino,6.058001,-75.185085,Accidente por MAP,"(6.058001, -75.185085)"
BOLIVAR,13,SIMITÍ,"13,744",Rural,Corregimiento Aguas Lindas,"2,001",3,Mayor de 18 años,,Civil,Herido,Masculino,7.956662,-73.949071,Accidente por MAP,"(7.956662, -73.949071)"
BOLIVAR,13,SIMITÍ,"13,744",Rural,Corregimiento Aguas Lindas,"2,001",3,Mayor de 18 años,,Civil,Herido,Masculino,7.956662,-73.949071,Accidente por MAP,"(7.956662, -73.949071)"
ANTIOQUIA,5,YOLOMBÓ,"5,890",Rural,Vereda San Rafael,"2,002",1,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.714722,-75.056111,Accidente por MAP,"(6.714722, -75.056111)"
VALLE DEL CAUCA,76,FLORIDA,"76,275",Rural,Sitio Casa Plancha,"2,007",3,Mayor de 18 años,,Fuerza pública,Herido,Masculino,3.345556,-76.124167,Accidente por MAP,"(3.345556, -76.124167)"
CALDAS,17,SAMANÁ,"17,662",Rural,Vereda Yarumal,"2,006",2,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Accidente por MAP,"(5.411801, -74.989572)"
CALDAS,17,SAMANÁ,"17,662",Rural,,"2,003",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.411801,-74.989572,Accidente por MAP,"(5.411801, -74.989572)"
HUILA,41,BARAYA,"41,078",Rural,"Sitio Las Delicias, Vereda Santa Ana","2,007",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,3.287222,-74.972778,Accidente por MAP,"(3.287222, -74.972778)"
CHOCO,27,BAGADÓ,"27,073",Rural,Zona Rural,"2,005",6,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,5.410131,-76.415554,Accidente por MAP,"(5.410131, -76.415554)"
CAQUETA,18,MONTAÑITA,"18,410",Rural,,"2,003",9,Mayor de 18 años,,Civil,Herido,Masculino,1.49494421255,-75.4630895064,Accidente por MAP,"(1.49494421255, -75.4630895064)"
META,50,CUBARRAL,"50,223",Rural,Cuchilla Faltriquera,"2,005",7,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,3.886667,-74.274167,Accidente por MAP,"(3.886667, -74.274167)"
META,50,CUBARRAL,"50,223",Rural,Cuchilla Faltriquera,"2,005",7,Mayor de 18 años,,Fuerza pública,Herido,Masculino,3.886667,-74.274167,Accidente por MAP,"(3.886667, -74.274167)"
META,50,CUBARRAL,"50,223",Rural,Cuchilla Faltriquera,"2,005",7,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,3.886667,-74.274167,Accidente por MAP,"(3.886667, -74.274167)"
META,50,CUBARRAL,"50,223",Rural,Cuchilla Faltriquera,"2,005",7,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,3.886667,-74.274167,Accidente por MAP,"(3.886667, -74.274167)"
META,50,CUBARRAL,"50,223",Rural,Cuchilla Faltriquera,"2,005",7,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,3.886667,-74.274167,Accidente por MAP,"(3.886667, -74.274167)"
META,50,CUBARRAL,"50,223",Rural,Cuchilla Faltriquera,"2,005",7,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,3.886667,-74.274167,Accidente por MAP,"(3.886667, -74.274167)"
META,50,CUBARRAL,"50,223",Rural,Cuchilla Faltriquera,"2,005",7,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,3.886667,-74.274167,Accidente por MAP,"(3.886667, -74.274167)"
META,50,CUBARRAL,"50,223",Rural,Cuchilla Faltriquera,"2,005",7,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,3.886667,-74.274167,Accidente por MAP,"(3.886667, -74.274167)"
META,50,CUBARRAL,"50,223",Rural,Cuchilla Faltriquera,"2,005",7,Mayor de 18 años,,Fuerza pública,Herido,Masculino,3.886667,-74.274167,Accidente por MAP,"(3.886667, -74.274167)"
ANTIOQUIA,5,GRANADA,"5,313",Rural,Vereda La María,"2,006",11,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.067778,-75.0775,Accidente por MAP,"(6.067778, -75.0775)"
ANTIOQUIA,5,GRANADA,"5,313",Rural,Vereda La María,"2,006",11,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.067778,-75.0775,Accidente por MAP,"(6.067778, -75.0775)"
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sitio Lana Alta,"2,006",4,Mayor de 18 años,,Fuerza pública,Herido,Masculino,8.604167,-73.303333,Accidente por MAP,"(8.604167, -73.303333)"
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sitio Lana Alta,"2,006",4,Mayor de 18 años,,Fuerza pública,Herido,Masculino,8.604167,-73.303333,Accidente por MAP,"(8.604167, -73.303333)"
NARIÑO,52,POLICARPA,"52,540",Rural,,"2,006",3,Mayor de 18 años,,Civil,Herido,Masculino,1.628192,-77.459098,Accidente por MAP,"(1.628192, -77.459098)"
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sitio Lana Alta,"2,006",4,Mayor de 18 años,,Fuerza pública,Herido,Masculino,8.604167,-73.303333,Accidente por MAP,"(8.604167, -73.303333)"
NORTE DE SANTANDER,54,TEORAMA,"54,800",Rural,Sitio Lana Alta,"2,006",4,Mayor de 18 años,,Fuerza pública,Herido,Masculino,8.604167,-73.303333,Accidente por MAP,"(8.604167, -73.303333)"
ARAUCA,81,TAME,"81,794",Rural,"Vereda Filipinas, Sector Las Malvinas","2,007",9,Mayor de 18 años,,Civil,Herido,Femenino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)"
ARAUCA,81,TAME,"81,794",Rural,"Vereda Filipinas, Sector Las Malvinas","2,007",9,Menor de 18 años,,Civil,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)"
ARAUCA,81,TAME,"81,794",Rural,"Vereda Filipinas, Sector Las Malvinas","2,007",9,Mayor de 18 años,,Civil,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)"
ARAUCA,81,TAME,"81,794",Rural,"Vereda Filipinas, Sector Las Malvinas","2,007",9,Menor de 18 años,,Civil,Herido,Masculino,6.461209,-71.730855,Accidente por MAP,"(6.461209, -71.730855)"
ARAUCA,81,ARAUCA,"81,001",Rural,Vereda Clarineteros -Finca Pica Pica,"2,002",10,Mayor de 18 años,,Civil,Herido,Masculino,7.087606,-70.75831,Accidente por MUSE,"(7.087606, -70.75831)"
NORTE DE SANTANDER,54,EL TARRA,"54,250",Rural,Vereda Miramontes,"2,005",10,Mayor de 18 años,,Civil,Herido,Masculino,8.574766,-73.097044,Accidente por MAP,"(8.574766, -73.097044)"
NORTE DE SANTANDER,54,EL TARRA,"54,250",Rural,Vereda Miramontes,"2,005",10,Mayor de 18 años,,Civil,Herido,Masculino,8.574766,-73.097044,Accidente por MAP,"(8.574766, -73.097044)"
NARIÑO,52,RICAURTE,"52,612",Rural,Vereda La Esperanza,"2,006",7,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,1.209167,-78.096389,Accidente por MAP,"(1.209167, -78.096389)"
NARIÑO,52,RICAURTE,"52,612",Rural,Vereda La Esperanza,"2,006",7,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,1.209167,-78.096389,Accidente por MAP,"(1.209167, -78.096389)"
TOLIMA,73,RIOBLANCO,"73,616",Rural,Vereda La Gaitan,"2,007",3,Mayor de 18 años,,Fuerza pública,Herido,Masculino,3.598333,-75.752778,Accidente por MAP,"(3.598333, -75.752778)"
TOLIMA,73,RIOBLANCO,"73,616",Rural,Vereda La Gaitan,"2,007",3,Mayor de 18 años,,Fuerza pública,Herido,Masculino,3.598333,-75.752778,Accidente por MAP,"(3.598333, -75.752778)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,Vereda El Choco,"2,003",10,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,6.148333,-75.058889,Accidente por MAP,"(6.148333, -75.058889)"
SANTANDER,68,SURATÁ,"68,780",Rural,,"2,001",9,Mayor de 18 años,,Civil,Herido,Femenino,7.371953,-72.982441,Accidente por MAP,"(7.371953, -72.982441)"
SANTANDER,68,SAN VICENTE DE CHUCURÍ,"68,689",Rural,Vereda Llana,"1,999",1,Mayor de 18 años,,Civil,Herido,Masculino,6.884411,-73.413915,Accidente por MAP,"(6.884411, -73.413915)"
BOLIVAR,13,EL CARMEN DE BOLÍVAR,"13,244",Rural,Vereda Las Charquitas,"2,005",4,Mayor de 18 años,,Civil,Herido,Masculino,9.685015,-75.122094,Accidente por MAP,"(9.685015, -75.122094)"
CALDAS,17,MARULANDA,"17,446",Rural,Vereda La Cumbre,"2,006",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.119444,-75.323056,Accidente por MAP,"(5.119444, -75.323056)"
NORTE DE SANTANDER,54,HACARÍ,"54,344",Rural,Cerro Negro,"2,005",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,8.244167,-73.1425,Accidente por MAP,"(8.244167, -73.1425)"
GUAVIARE,95,CALAMAR,"95,015",Rural,Vereda Agua Bonita Baja,"2,008",2,Mayor de 18 años,,Fuerza pública,Herido,Masculino,1.9025,-72.387778,Accidente por MAP,"(1.9025, -72.387778)"
GUAVIARE,95,CALAMAR,"95,015",Rural,Vereda Agua Bonita Baja,"2,008",2,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,1.9025,-72.387778,Accidente por MAP,"(1.9025, -72.387778)"
ANTIOQUIA,5,GRANADA,"5,313",Rural,"Sitio Quebrada De Las Pajas, Avenida El Morro","2,004",11,Mayor de 18 años,,Fuerza pública,Herido,Masculino,6.143703,-75.185183,Accidente por MAP,"(6.143703, -75.185183)"
ANTIOQUIA,5,MUTATÁ,"5,480",Rural,Vereda Aguas Claras,"2,007",5,Mayor de 18 años,,Fuerza pública,Herido,Masculino,7.243481,-76.436166,Accidente por MAP,"(7.243481, -76.436166)"
CAQUETA,18,MONTAÑITA,"18,410",Rural,Inspección La Unión Peneya,"2,002",10,Mayor de 18 años,,Fuerza pública,Herido,Masculino,1.49494421255,-75.4630895064,Accidente por MAP,"(1.49494421255, -75.4630895064)"
CAQUETA,18,MONTAÑITA,"18,410",Rural,Inspección La Unión Peneya,"2,002",10,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,1.49494421255,-75.4630895064,Accidente por MAP,"(1.49494421255, -75.4630895064)"
CAQUETA,18,MONTAÑITA,"18,410",Rural,Inspección La Unión Peneya,"2,002",10,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,1.49494421255,-75.4630895064,Accidente por MAP,"(1.49494421255, -75.4630895064)"
META,50,VISTAHERMOSA,"50,711",Rural,"Vereda Albania, Finca Albania","2,006",2,Mayor de 18 años,,Civil,Herido,Masculino,3.125088,-73.752373,Accidente por MAP,"(3.125088, -73.752373)"
TOLIMA,73,PLANADAS,"73,555",Rural,Cerro San Miguel,"2,006",9,Mayor de 18 años,,Fuerza pública,Herido,Masculino,3.034444,-75.768056,Accidente por MAP,"(3.034444, -75.768056)"
TOLIMA,73,PLANADAS,"73,555",Rural,Cerro San Miguel,"2,006",9,Mayor de 18 años,,Fuerza pública,Herido,Masculino,3.034444,-75.768056,Accidente por MAP,"(3.034444, -75.768056)"
TOLIMA,73,RIOBLANCO,"73,616",Rural,Cuchilla De La Lejía,"2,006",12,Mayor de 18 años,,Fuerza pública,Herido,Masculino,3.481667,-75.946389,Accidente por MAP,"(3.481667, -75.946389)"
SANTANDER,68,SAN MIGUEL,"68,686",Rural,Vereda Santa Helena,"2,002",1,Mayor de 18 años,,Civil,Herido,Masculino,6.575641,-72.645506,Accidente por MAP,"(6.575641, -72.645506)"
SANTANDER,68,SAN MIGUEL,"68,686",Rural,Vereda Santa Helena,"2,002",1,Mayor de 18 años,,Civil,Herido,Masculino,6.575641,-72.645506,Accidente por MAP,"(6.575641, -72.645506)"
SANTANDER,68,SAN MIGUEL,"68,686",Rural,Vereda Santa Helena,"2,002",1,Mayor de 18 años,,Civil,Herido,Masculino,6.575641,-72.645506,Accidente por MAP,"(6.575641, -72.645506)"
ARAUCA,81,ARAUCA,"81,001",Rural,"Vereda El Rosario, Sitio Puente Papayita","2,000",11,Mayor de 18 años,,Civil,Muerto,Masculino,7.087606,-70.75831,Accidente por MUSE,"(7.087606, -70.75831)"
ARAUCA,81,ARAUCA,"81,001",Rural,"Vereda El Rosario, Sitio Puente Papayita","2,000",11,Mayor de 18 años,,Civil,Muerto,Masculino,7.087606,-70.75831,Accidente por MUSE,"(7.087606, -70.75831)"
ARAUCA,81,ARAUCA,"81,001",Rural,"Vereda El Rosario, Sitio Puente Papayita","2,000",11,Mayor de 18 años,,Civil,Muerto,Masculino,7.087606,-70.75831,Accidente por MUSE,"(7.087606, -70.75831)"
ANTIOQUIA,5,SAN CARLOS,"5,649",Rural,La Mirandita,"2,005",5,Mayor de 18 años,,Civil,Herido,Masculino,6.180797,-74.894256,Accidente por MAP,"(6.180797, -74.894256)"
NORTE DE SANTANDER,54,SARDINATA,"54,720",Rural,Sector Santa Helena,"2,008",5,Mayor de 18 años,,Fuerza pública,Herido,Masculino,8.083016,-72.801023,Accidente por MAP,"(8.083016, -72.801023)"
NARIÑO,52,EL CHARCO,"52,250",Rural,,"2,003",1,Menor de 18 años,,Civil,Herido,Masculino,2.479245,-78.11086,Accidente por MAP,"(2.479245, -78.11086)"
HUILA,41,BARAYA,"41,078",Rural,Vereda Nueva Reforma,"2,006",8,Mayor de 18 años,,Fuerza pública,Herido,Masculino,2.984167,-74.930833,Accidente por MAP,"(2.984167, -74.930833)"
CAUCA,19,SAN SEBASTIÁN,"19,693",Rural,,"2,002",10,Menor de 18 años,,Civil,Herido,Femenino,1.83868,-76.768311,Accidente por MAP,"(1.83868, -76.768311)"
CAUCA,19,SAN SEBASTIÁN,"19,693",Rural,,"2,002",10,Menor de 18 años,,Civil,Herido,Masculino,1.83868,-76.768311,Accidente por MAP,"(1.83868, -76.768311)"
CAUCA,19,SAN SEBASTIÁN,"19,693",Rural,,"2,002",10,Menor de 18 años,,Civil,Herido,Masculino,1.83868,-76.768311,Accidente por MAP,"(1.83868, -76.768311)"
ANTIOQUIA,5,ITUANGO,"5,361",Rural,Sitio Quiebra De Patas,"2,004",11,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,7.314444,-75.906667,Accidente por MAP,"(7.314444, -75.906667)"
META,50,URIBE,"50,370",Rural,Sitio La Selva Del Guayabero,"1,992",6,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,3.240915,-74.354381,Accidente por MAP,"(3.240915, -74.354381)"
META,50,URIBE,"50,370",Rural,Sitio La Selva Del Guayabero,"1,992",6,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,3.240915,-74.354381,Accidente por MAP,"(3.240915, -74.354381)"
CHOCO,27,EL CARMEN DEL ATRATO,"27,245",Rural,,"2,003",6,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.892603,-76.145891,Accidente por MAP,"(5.892603, -76.145891)"
CHOCO,27,EL CARMEN DEL ATRATO,"27,245",Rural,,"2,003",6,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.892603,-76.145891,Accidente por MAP,"(5.892603, -76.145891)"
CHOCO,27,EL CARMEN DEL ATRATO,"27,245",Rural,,"2,003",6,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,5.892603,-76.145891,Accidente por MAP,"(5.892603, -76.145891)"
CHOCO,27,EL CARMEN DEL ATRATO,"27,245",Rural,,"2,003",6,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,5.892603,-76.145891,Accidente por MAP,"(5.892603, -76.145891)"
CHOCO,27,EL CARMEN DEL ATRATO,"27,245",Rural,,"2,003",6,Mayor de 18 años,,Fuerza pública,Muerto,Masculino,5.892603,-76.145891,Accidente por MAP,"(5.892603, -76.145891)"
CHOCO,27,EL CARMEN DEL ATRATO,"27,245",Rural,,"2,003",6,Mayor de 18 años,,Fuerza pública,Herido,Masculino,5.892603,-76.145891,Accidente por MAP,"(5.892603, -76.145891)"
SANTANDER,68,MATANZA,"68,444",Rural,Vereda Vega Grande,"2,001",11,Mayor de 18 años,,Civil,Herido,Masculino,7.317122,-73.016985,Accidente por MAP,"(7.317122, -73.016985)"
